event,station,time,phase
32,V0302,2024-06-16 12:00:58.389496948,P
32,V0412,2024-06-16 12:00:58.389495628,P
32,V0304,2024-06-16 12:00:58.389496261,P
33,V0807,2024-06-16 12:01:08.477020317,P
33,V0505,2024-06-16 12:01:08.477019599,P
33,V0409,2024-06-16 12:01:08.477019432,P
33,V0506,2024-06-16 12:01:08.477021122,P
33,V0808,2024-06-16 12:01:08.477021172,P
33,V0805,2024-06-16 12:01:08.477020304,P
33,V0408,2024-06-16 12:01:08.477021204,P
33,V0504,2024-06-16 12:01:08.477020435,P
33,V0410,2024-06-16 12:01:08.477018372,P
33,V0412,2024-06-16 12:01:08.477018865,P
34,V0807,2024-06-16 12:01:09.971336074,P
34,V0303,2024-06-16 12:01:09.971335137,P
34,V0414,2024-06-16 12:01:09.971337706,P
34,V0508,2024-06-16 12:01:09.971336952,P
34,V0306,2024-06-16 12:01:09.971336927,P
34,V0809,2024-06-16 12:01:09.971337176,P
34,V0505,2024-06-16 12:01:09.971333819,P
34,V0409,2024-06-16 12:01:09.971336240,P
34,V0117,2024-06-16 12:01:09.971334908,P
34,V0506,2024-06-16 12:01:09.971335141,P
34,V0808,2024-06-16 12:01:09.971336346,P
34,V0805,2024-06-16 12:01:09.971337086,P
34,V0504,2024-06-16 12:01:09.971335453,P
34,V0410,2024-06-16 12:01:09.971335154,P
34,V0305,2024-06-16 12:01:09.971335308,P
34,V0302,2024-06-16 12:01:09.971335606,P
34,V0412,2024-06-16 12:01:09.971335102,P
34,V0304,2024-06-16 12:01:09.971335125,P
35,V0509,2024-06-16 12:01:16.422755109,P
35,V0807,2024-06-16 12:01:16.422752608,P
35,V0414,2024-06-16 12:01:16.422753167,P
35,V0811,2024-06-16 12:01:16.422754270,P
35,V0307,2024-06-16 12:01:16.422754705,P
35,V0508,2024-06-16 12:01:16.422752550,P
35,V0306,2024-06-16 12:01:16.422754093,P
35,V0809,2024-06-16 12:01:16.422750932,P
35,V0505,2024-06-16 12:01:16.422754028,P
35,V0117,2024-06-16 12:01:16.422751723,P
35,V0506,2024-06-16 12:01:16.422752175,P
35,V0808,2024-06-16 12:01:16.422751353,P
35,V0410,2024-06-16 12:01:16.422754922,P
35,V0305,2024-06-16 12:01:16.422754611,P
35,V0810,2024-06-16 12:01:16.422752050,P
35,V0412,2024-06-16 12:01:16.422753449,P
36,V0807,2024-06-16 12:01:17.865437952,P
36,V0303,2024-06-16 12:01:17.865437810,P
36,V0508,2024-06-16 12:01:17.865438445,P
36,V0306,2024-06-16 12:01:17.865438177,P
36,V0809,2024-06-16 12:01:17.865438281,P
36,V0505,2024-06-16 12:01:17.865437095,P
36,V0117,2024-06-16 12:01:17.865435434,P
36,V0506,2024-06-16 12:01:17.865437082,P
36,V0808,2024-06-16 12:01:17.865437782,P
36,V0410,2024-06-16 12:01:17.865438383,P
36,V0305,2024-06-16 12:01:17.865437173,P
36,V0302,2024-06-16 12:01:17.865438540,P
36,V0412,2024-06-16 12:01:17.865437762,P
36,V0304,2024-06-16 12:01:17.865437786,P
37,V0306,2024-06-16 12:01:20.789306661,P
37,V0117,2024-06-16 12:01:20.789306436,P
37,V0305,2024-06-16 12:01:20.789306617,P
38,V0807,2024-06-16 12:01:22.041064373,P
38,V0303,2024-06-16 12:01:22.041063185,P
38,V0508,2024-06-16 12:01:22.041065785,P
38,V0505,2024-06-16 12:01:22.041060320,P
38,V0409,2024-06-16 12:01:22.041059640,P
38,V0117,2024-06-16 12:01:22.041065513,P
38,V0506,2024-06-16 12:01:22.041063665,P
38,V0808,2024-06-16 12:01:22.041065305,P
38,V0407,2024-06-16 12:01:22.041062445,P
38,V0502,2024-06-16 12:01:22.041064990,P
38,V0805,2024-06-16 12:01:22.041063582,P
38,V0408,2024-06-16 12:01:22.041060648,P
38,V0504,2024-06-16 12:01:22.041058833,P
38,V0410,2024-06-16 12:01:22.041060340,P
38,V0305,2024-06-16 12:01:22.041064537,P
38,V0302,2024-06-16 12:01:22.041062857,P
38,V0412,2024-06-16 12:01:22.041062075,P
38,V0304,2024-06-16 12:01:22.041063202,P
39,V0807,2024-06-16 12:01:27.195719062,P
39,V0303,2024-06-16 12:01:27.195720155,P
39,V0414,2024-06-16 12:01:27.195720549,P
39,V0508,2024-06-16 12:01:27.195719959,P
39,V0306,2024-06-16 12:01:27.195720964,P
39,V0809,2024-06-16 12:01:27.195720095,P
39,V0505,2024-06-16 12:01:27.195717076,P
39,V0409,2024-06-16 12:01:27.195719895,P
39,V0117,2024-06-16 12:01:27.195719126,P
39,V0506,2024-06-16 12:01:27.195718012,P
39,V0808,2024-06-16 12:01:27.195719233,P
39,V0805,2024-06-16 12:01:27.195720511,P
39,V0408,2024-06-16 12:01:27.195721806,P
39,V0504,2024-06-16 12:01:27.195719433,P
39,V0410,2024-06-16 12:01:27.195718340,P
39,V0305,2024-06-16 12:01:27.195719864,P
39,V0302,2024-06-16 12:01:27.195720715,P
39,V0810,2024-06-16 12:01:27.195721614,P
39,V0412,2024-06-16 12:01:27.195717830,P
39,V0304,2024-06-16 12:01:27.195720138,P
40,V0807,2024-06-16 12:01:29.913672589,P
40,V0303,2024-06-16 12:01:29.913672232,P
40,V0505,2024-06-16 12:01:29.913668864,P
40,V0409,2024-06-16 12:01:29.913670058,P
40,V0117,2024-06-16 12:01:29.913673375,P
40,V0506,2024-06-16 12:01:29.913672131,P
40,V0808,2024-06-16 12:01:29.913673399,P
40,V0805,2024-06-16 12:01:29.913672438,P
40,V0408,2024-06-16 12:01:29.913671648,P
40,V0504,2024-06-16 12:01:29.913669177,P
40,V0410,2024-06-16 12:01:29.913669650,P
40,V0305,2024-06-16 12:01:29.913673137,P
40,V0302,2024-06-16 12:01:29.913672226,P
40,V0412,2024-06-16 12:01:29.913670868,P
40,V0304,2024-06-16 12:01:29.913672238,P
41,V0807,2024-06-16 12:01:33.644411191,P
41,V0303,2024-06-16 12:01:33.644413753,P
41,V0414,2024-06-16 12:01:33.644413151,P
41,V0508,2024-06-16 12:01:33.644412989,P
41,V0809,2024-06-16 12:01:33.644413092,P
41,V0505,2024-06-16 12:01:33.644408112,P
41,V0409,2024-06-16 12:01:33.644410339,P
41,V0117,2024-06-16 12:01:33.644413446,P
41,V0506,2024-06-16 12:01:33.644410862,P
41,V0808,2024-06-16 12:01:33.644411879,P
41,V0805,2024-06-16 12:01:33.644411800,P
41,V0408,2024-06-16 12:01:33.644412467,P
41,V0504,2024-06-16 12:01:33.644410379,P
41,V0410,2024-06-16 12:01:33.644408435,P
41,V0305,2024-06-16 12:01:33.644413841,P
41,V0302,2024-06-16 12:01:33.644414062,P
41,V0412,2024-06-16 12:01:33.644408989,P
41,V0304,2024-06-16 12:01:33.644413745,P
42,V0509,2024-06-16 12:01:37.443930388,P
42,V0807,2024-06-16 12:01:37.443929978,P
42,V0414,2024-06-16 12:01:37.443929445,P
42,V0811,2024-06-16 12:01:37.443929616,P
42,V0307,2024-06-16 12:01:37.443928992,P
42,V0508,2024-06-16 12:01:37.443928505,P
42,V0306,2024-06-16 12:01:37.443928516,P
42,V0809,2024-06-16 12:01:37.443927950,P
42,V0117,2024-06-16 12:01:37.443926618,P
42,V0506,2024-06-16 12:01:37.443928665,P
42,V0808,2024-06-16 12:01:37.443928751,P
42,V0308,2024-06-16 12:01:37.443930425,P
42,V0305,2024-06-16 12:01:37.443929500,P
42,V0810,2024-06-16 12:01:37.443928100,P
42,V0412,2024-06-16 12:01:37.443930421,P
43,V0509,2024-06-16 12:01:38.629635534,P
43,V0807,2024-06-16 12:01:38.629633534,P
43,V0303,2024-06-16 12:01:38.629633467,P
43,V0414,2024-06-16 12:01:38.629633711,P
43,V0811,2024-06-16 12:01:38.629635469,P
43,V0307,2024-06-16 12:01:38.629633767,P
43,V0508,2024-06-16 12:01:38.629632706,P
43,V0306,2024-06-16 12:01:38.629632313,P
43,V0809,2024-06-16 12:01:38.629632854,P
43,V0505,2024-06-16 12:01:38.629633088,P
43,V0117,2024-06-16 12:01:38.629630104,P
43,V0506,2024-06-16 12:01:38.629631879,P
43,V0808,2024-06-16 12:01:38.629632877,P
43,V0308,2024-06-16 12:01:38.629635684,P
43,V0504,2024-06-16 12:01:38.629635389,P
43,V0410,2024-06-16 12:01:38.629634365,P
43,V0305,2024-06-16 12:01:38.629632075,P
43,V0302,2024-06-16 12:01:38.629634407,P
43,V0810,2024-06-16 12:01:38.629633688,P
43,V0412,2024-06-16 12:01:38.629633246,P
43,V0304,2024-06-16 12:01:38.629633433,P
44,V0807,2024-06-16 12:01:43.091512805,P
44,V0303,2024-06-16 12:01:43.091512025,P
44,V0505,2024-06-16 12:01:43.091509004,P
44,V0409,2024-06-16 12:01:43.091511189,P
44,V0117,2024-06-16 12:01:43.091513022,P
44,V0506,2024-06-16 12:01:43.091511733,P
44,V0808,2024-06-16 12:01:43.091513368,P
44,V0805,2024-06-16 12:01:43.091513206,P
44,V0408,2024-06-16 12:01:43.091512903,P
44,V0504,2024-06-16 12:01:43.091510430,P
44,V0410,2024-06-16 12:01:43.091510250,P
44,V0305,2024-06-16 12:01:43.091512651,P
44,V0302,2024-06-16 12:01:43.091512221,P
44,V0412,2024-06-16 12:01:43.091510854,P
44,V0304,2024-06-16 12:01:43.091512024,P
45,V0303,2024-06-16 12:01:44.877817110,P
45,V0505,2024-06-16 12:01:44.877813908,P
45,V0409,2024-06-16 12:01:44.877815780,P
45,V0506,2024-06-16 12:01:44.877816901,P
45,V0408,2024-06-16 12:01:44.877817484,P
45,V0504,2024-06-16 12:01:44.877815037,P
45,V0410,2024-06-16 12:01:44.877814970,P
45,V0305,2024-06-16 12:01:44.877817884,P
45,V0302,2024-06-16 12:01:44.877817212,P
45,V0412,2024-06-16 12:01:44.877815818,P
45,V0304,2024-06-16 12:01:44.877817112,P
46,V0807,2024-06-16 12:01:47.940138470,P
46,V0303,2024-06-16 12:01:47.940138755,P
46,V0414,2024-06-16 12:01:47.940139887,P
46,V0508,2024-06-16 12:01:47.940139486,P
46,V0505,2024-06-16 12:01:47.940134191,P
46,V0409,2024-06-16 12:01:47.940136867,P
46,V0117,2024-06-16 12:01:47.940139396,P
46,V0506,2024-06-16 12:01:47.940137337,P
46,V0808,2024-06-16 12:01:47.940139036,P
46,V0805,2024-06-16 12:01:47.940138966,P
46,V0408,2024-06-16 12:01:47.940138806,P
46,V0504,2024-06-16 12:01:47.940136403,P
46,V0410,2024-06-16 12:01:47.940135526,P
46,V0305,2024-06-16 12:01:47.940139137,P
46,V0302,2024-06-16 12:01:47.940139008,P
46,V0412,2024-06-16 12:01:47.940136105,P
46,V0304,2024-06-16 12:01:47.940138750,P
47,V0509,2024-06-16 12:01:49.243947744,P
47,V0807,2024-06-16 12:01:49.243946863,P
47,V0303,2024-06-16 12:01:49.243948833,P
47,V0414,2024-06-16 12:01:49.243946778,P
47,V0811,2024-06-16 12:01:49.243946671,P
47,V0307,2024-06-16 12:01:49.243946528,P
47,V0812,2024-06-16 12:01:49.243948728,P
47,V0508,2024-06-16 12:01:49.243945921,P
47,V0306,2024-06-16 12:01:49.243946128,P
47,V0809,2024-06-16 12:01:49.243944820,P
47,V0505,2024-06-16 12:01:49.243948060,P
47,V0117,2024-06-16 12:01:49.243943755,P
47,V0506,2024-06-16 12:01:49.243946042,P
47,V0808,2024-06-16 12:01:49.243945616,P
47,V0308,2024-06-16 12:01:49.243947847,P
47,V0805,2024-06-16 12:01:49.243949730,P
47,V0410,2024-06-16 12:01:49.243949117,P
47,V0305,2024-06-16 12:01:49.243947053,P
47,V0810,2024-06-16 12:01:49.243945050,P
47,V0412,2024-06-16 12:01:49.243947673,P
47,V0417,2024-06-16 12:01:49.243948980,P
47,V0304,2024-06-16 12:01:49.243948797,P
48,V0509,2024-06-16 12:01:50.665066355,P
48,V0807,2024-06-16 12:01:50.665063510,P
48,V0303,2024-06-16 12:01:50.665067085,P
48,V0414,2024-06-16 12:01:50.665063826,P
48,V0811,2024-06-16 12:01:50.665065989,P
48,V0307,2024-06-16 12:01:50.665066226,P
48,V0812,2024-06-16 12:01:50.665068289,P
48,V0508,2024-06-16 12:01:50.665063310,P
48,V0306,2024-06-16 12:01:50.665065447,P
48,V0809,2024-06-16 12:01:50.665062366,P
48,V0505,2024-06-16 12:01:50.665064400,P
48,V0510,2024-06-16 12:01:50.665069670,P
48,V0409,2024-06-16 12:01:50.665067142,P
48,V0117,2024-06-16 12:01:50.665063599,P
48,V0506,2024-06-16 12:01:50.665062514,P
48,V0309,2024-06-16 12:01:50.665069752,P
